,user,averages_distance,variances_distance
26,ex7yly13bmwt0rk4396haogwc,0.21,186.24272581423514
27,iamsayiboy,0.13,242.2384370119866
28,md8rbtlvqwu75wvqpqxqqdg2z,0.22,34.61312619999116
29,119306811,0.57,592.6852248727981
30,21cemrxoh7w64ve7ky7bdqkqy,0.24,318.1274193562506
31,6ejxzneuch5w38vj8bs2kkh2a,0.15,179.58204487027794
32,0lec8qco0eaes3lyyycre9mb6,0.22,345.57369001719184
33,woyodw7qt0hwneudtbf4gotxw,0.35,344.13283413309637
34,bc3t3ftzr4jygp05z9bfugx9x,0.31,156.43685655843578
35,1240231910,0.21,587.6745132141826
36,jochnilo,0.27,181.08061836059574
37,go3ldcv9phluwsnw3584mhc1i,0.31,364.3684073692769
38,nt71phz86dkxvxs3pqx6qz1cm,0.48,549.1980086587383
39,8sed9n18dm1h9v6lgcesofa8e,0.29,247.41234977610173
40,djcarstenmichels,0.34,570.4400917503554
41,cfehup1ku26h9hrkjc3wtpshs,0.71,466.57653430119484
42,1255900234,0.32,323.808154103323
43,1168743619,0.2,187.07607913796383
44,pci04f41yz3244hqh9zaexotx,0.38,310.54666286069266
45,py4wt0il5ss8aa3ygdtmkpv9a,0.28,238.33767652522425
46,mnc45gwm4p4bj1mxo1j64ssaw,0.34,434.4284885117708
47,roamfm,0.26,54.011345563079615
48,jsq00o76wnwjhzlzoro4x8nt9,0.33,612.5279089812128
49,124245076,0.44,424.1717011026448
50,31k6xajclhq2t326a747ybdbmmfq,0.22,139.33647123437248
51,31plch3325olivlayxmtxk2y3av4,0.28,323.96495600988584
52,8jd6episb1zi3m9o5ez0sdug1,0.22,162.28099142837652
53,12148144214,0.2,165.71241555131118
54,1214549859,0.43,256.93931531780646
55,m20wl888vlbaoji9p97a4u5v4,0.33,762.7037748417888
56,il0h8137x4g7b8r7j67qo3iet,0.15,111.64555338267547
57,rocknrickyrialto,0.17,138.783325159172
58,fire2k_,0.21,118.20081519822378
59,p8qkkc8m7yayl9mslbr94mmr6,0.17,120.56782382081491
60,bowemusic,0.2,62.63909865267771
61,4gncwr8g1676uutotdr329fg0,0.18,184.3267379183356
62,1262549111,0.18,245.91516908773482
63,22fpcb42sgxufsbzihmlwzeoi,0.36,405.1691080024142
64,nrlrot3bbc7l5r7f2g2wovvn5,0.25,282.0303574256341
65,8a974dvjqq4044mqxcf29wil0,0.23,475.5596066126286
66,cjehat228dajxgma2vo8kxyh5,0.33,228.13765942352597
67,dor7cmlu5cn1dki1iqagc2ba6,0.68,768.2950952283701
68,avaliveradio,0.25,29.04690999032248
69,steamphunk,0.31,609.7887974961325
70,duv8z1myewkefwpsifresklqf,0.65,332.1119616036602
71,9wham0ek4ukxlq31a8lwg0u5r,0.19,88.079356841034
72,3z2mp3nmndsoxu91czf4hq632,0.39,569.3692123668505
73,gpqan7minp6yeh00gkadcgd9j,0.33,203.76156040140893
74,michelle.blaho,0.19,177.92226668738346
75,h0ztwq6b5rb6bk94agmadahtc,0.29,223.0006216264161
76,12156115892,0.25,55.20841370408974
77,qfph2kdkzekz0hyyhjbp1riz8,0.32,222.56025762972808
78,jiks93vengr5oh68ivnlm8ryy,0.31,181.46846607223839
79,*beloved*,0.7,344.1107602213765
80,jamesdavidprestonking,0.62,484.2175391901857
81,djagentm,0.21,119.61212282440987
82,nvtbzuxgpxogwrtmyfpt1xhnm,0.71,725.5669116247432
83,skorne13,0.62,471.90352837751885
84,ohebsnvil45svaecfq0qt4beo,0.48,386.05675274239366
85,michikawa,0.95,632.6032877171572
86,a1lr3ar8rwr3dcvym3pk2e6g8,0.2,282.9302535105373
87,1147975934,0.29,302.44695899740367
88,1218020162,0.27,293.38593767966285
89,wv2bvlvxqelid1pk1cj8aj52w,0.38,737.7675270225649
90,es4n7w8q8fnchb033eu14d3se,0.33,391.25858182121766
91,1rmsuwfb8ctk6iy7qeueqxpjn,0.22,190.4398019193825
92,1126310257,0.17,187.25527108924862
93,a174u5fw2y057anjvvkz3kl6p,0.41,787.2286918083101
94,2z9kpltmnhnvfcn9mgs0znhni,0.83,460.8919815403017
95,sidelakellc,0.2,90.99028829308494
96,21zgqp327cusjwbgpdfo77niy,0.33,289.09834514286644
97,1229887948,0.32,135.43935429811623
98,mcsonicwolf,0.8,692.6681275373033
99,ayzic,0.47,376.9753941069968
100,8yer29j71ymfs0v1gdmgx3b7h,0.93,509.8542186706704
101,ek8egnmk26lyg0ysru5uorieq,0.51,390.3294566309823
102,86vqk5cq0ag1yqpjjl30etvcw,0.84,500.01641331248675
103,11166714626,0.44,749.6522777793417
104,vt4utwnb457cc361zjbo3snfo,0.55,912.6297226838783
105,epidemic-house-music,0.51,795.9157926868611
106,1fxvgm3qr8lqzv1wppd6gsj6c,0.41,707.4065297718314
107,xtzbjfv6ctxkv7a5kb80wnnxv,0.41,671.5343487678808
108,squalzzofficial,0.33,411.37268261753263
109,8s5820joogzuu58gevxl6sqw4,0.29,537.9946739959306
110,edmembassy,0.71,682.5493536195851
111,pmd1y91f3lym8d7bokgp2dlxc,0.37,672.9763313896857
112,westwoodrecordings,0.4,382.93580039205483
113,g50zgqkitb9q04u3k1f4kc6cm,0.39,500.0067371739038
114,ufo_recordz,0.52,827.1795847533732
115,uspgntpqvybcpqa5ry1uklrpq,0.37,592.1675367105547
116,22napmyzzaqqhwg7gcdn6ywma,0.32,478.5519339380549
117,rx23lt7mlvr3doov32i7l8zg6,0.31,399.3581080937044
118,p43krc78as0hwowxwj8pvwhvh,0.33,458.70478459551566
119,markmcguire2525,0.21,490.45507050756765
120,s5cqzxg8lsfq4hwvrivaa9ad6,0.19,42.50520898606072
121,u3b95uj5ubdf6axgmj8813v9d,0.21,144.3996106801597
122,18yz0x3iys87hfzfvkhwxbopv,0.23,258.27925838394714
123,31aoe2743icsre6eykhzy7lqyzg4,0.35,250.6149231044617
124,pnv6te3zwjy6lwd32a3dwb2y5,0.17,357.27682702732994
125,dawz0r,0.13,175.30078608676843
126,88bgvad27d0wi4aawcsnbxs3f,1.26,789.1585187496594
127,oy13j90x9sykocejpxq5l84f1,0.23,354.19323953353205
128,divusmusic,0.22,161.4025438759184
129,3xutdjd9lhwo003y8ppq21ef9,0.16,223.39329461225756
130,lpzchris-us,0.16,73.72119624334275
131,1239962205,0.32,211.39699115157865
132,oqnumsmsxp2xx2a2luokdxft0,0.28,261.65634432483637
133,discovernü,0.22,475.5533542027871
134,vawxe7nt6mwsrlzw2njr3lv4e,0.17,122.10140156880978
135,longliveklaus,0.83,841.7324731113414
136,1130474602,0.16,49.162754340256434
137,u975d38t82fjfnk0rit4ftmxi,0.15,338.15211418189386
138,aarq9osz6y04c0b95e9le0fpd,0.19,45.8717019721316
139,1mc7axha4hfav6u93w97rphxs,0.24,124.55810489399795
140,12143846280,0.24,161.1497268194352
141,c20jzsvojri9qzl8jgja9njvz,0.21,346.13835938544196
142,nobleharrison27,0.21,134.50501353924142
143,obrrre72hc1w1ntf6zx7j216o,0.66,516.1943177972702
144,1146440401,0.18,114.02230354251213
145,m9rc1d9czvlv16aos6fa31elp,0.13,105.01796251226826
146,xt4nmrm9b9mfnqaprzo59oi5l,0.24,53.361788115861216
147,1192865872,0.27,103.81332717128471
148,31omgwzjbnjw3rtsxzo4bzda3zs4,0.28,381.5659897455794
149,sirjordanwaddell,0.12,54.506341645865575
150,dittomusic,0.16,213.17076428253486
151,xunemag,0.4,485.4277240493712
152,j6g6gao1yjno04iamewot6gqs,0.18,328.3538216250013
153,i0yqel1xzjw2ej5iu0ftszud6,0.44,248.7282152129396
154,5q1c0b4x9oaqx0eqw2dx4vy40,0.3,464.32261922173865
155,12127205699,0.32,335.3528939642473
156,jdharoldsen805,0.15,132.59386837241254
157,ux1qw08qfbmn652wm7cj43wum,0.21,200.75555334786628
158,ft9jdg92ybdo3u2rp8w5m1xnv,0.39,355.43809385640367
159,4qnmezorapdajajqz6bpj6s9a,0.47,228.1968320517976
160,tjrobhobvah50p5joa13u7y63,0.25,242.18381398315896
161,aofd3,0.59,348.50962469476735
162,misterevidence,0.3,422.8920682518608
163,amayaelidani,0.26,136.19587145425194
164,ændy,0.23,115.90266156588288
165,5ewz15z68iua1lluoiqiiwx2p,0.27,217.3244466192255
166,12100215924,0.35,642.7301542456797
167,1151423835,0.2,248.27749237215042
168,11163784827,0.2,103.60111322294142
169,madmartigan16,0.25,248.49917329961292
170,egl49kkmh39ymwm16sg89f4ix,0.42,460.2565703020516
171,g1jui61jtqtjogfqyyswavoc0,0.09,279.60079048446084
172,slimdog27,0.55,419.90179939827516
173,22ouqri7lucpd7lxxsnf3t4vi,0.17,152.65950136022482
174,1152197740,0.27,110.48026915810571
175,sqqi,0.16,188.3779211560968
176,nykxmuzik,0.16,101.89896652546743
177,yeywjb21nfd7dlmcpvd26koia,0.46,674.2754435205308
178,z7xx6kv6huqrgc04ih6tpeiz7,0.21,150.50918566090309
179,1199988877,0.41,417.174273322448
180,129376585,0.21,258.3746485379288
181,onvfivdlrjb5junk4z06ca7u2,0.2,58.96577582761016
182,avio01mj1zfgp0a04p6wb6y1k,0.42,503.935141452389
183,12153091552,0.14,220.63867366934653
184,g9hyus16wmmlyglclg7xjz88w,0.13,154.97535003034832
185,joshuamjessen,0.41,446.0013983259744
186,6ltgym1w7cnapkh8ptvwfwmt5,0.15,321.2877046935096
187,nq6j0x6dovztxhc2i5vrhvee6,0.1,253.8898242744994
188,mnyedyc2i5fwejcg51tr65s2j,0.14,119.73160952643637
189,1283297927,0.22,292.2136518267624
190,n34ujb08aurbuht3xxe55486o,0.35,474.33811894137494
191,duysorandom,0.17,173.64131993109947
192,aschel2010,0.23,388.3125092352172
193,e2jf5kbgzxc615k1yfijnspfp,0.32,235.90563202364564
194,y0k0q2yv6vvv0uky8y7fre29w,0.26,184.4446066450849
195,8l0324dag7nm3ksbeky9iozxr,0.26,306.551714265746
196,ithaaw3n8jgrrp9hj0vm3o6x9,0.29,283.4649759278988
197,5ywuqz4w6mj63yy95hjma6k1p,0.26,198.0096584739522
198,mannyarber,0.14,49.33706404355886
199,adanazag,0.18,20.879898702116265
200,lancejoshuadl,0.12,146.45257126591525
201,popplasticmusic,0.52,341.43765144554243
202,swiftcoentinc,0.21,56.47358978756936
203,smo7u3pm1wl017tj3beqd04ww,0.27,543.1231340150097
204,172ou0xrjlfqe08pvt8929bvw,0.18,233.0931739345704
205,wavecache,0.24,196.14933163972248
206,6fbfr5ao6dnez7mwcebgedqua,0.26,208.09035127422246
207,22rs5hqz2ofgvxlxx2yeq3j6q,0.3,132.09177265857386
208,actionhero23,0.64,535.0993237326684
209,eeats3sf7lz0vdkujc8ooyinn,0.79,692.199963023636
210,1254636338,0.16,54.67807504137576
211,b1v44ffq29hcp8hi667kqlf9r,0.23,326.4026412766757
212,merlinmorgan,0.21,27.522661016387683
213,hagustasbwuguizht41knv0d1,0.42,732.0643671163872
214,1111320434,0.35,620.0404697428338
215,chill_masters,0.48,560.4822395413732
216,marco.cardin1990,0.28,591.3991979829309
217,lefuturewave,0.29,564.556541038334
218,bobsmusicbox,0.5,484.89268307633057
219,s3lfxzowjd5d0rpb2mw5yikv0,0.4,574.1766708936748
220,2u04jn0p8niegvo7ib6bm2lj1,0.34,225.76819461884156
221,bagigetto-it,0.66,681.6003242810873
222,y3dsxd7b2j6e9r3go3cvxs1vm,0.67,732.967133450425
223,21nyfndkvlznpmojjokel7rai,0.44,827.434386433499
224,djalexanderv,0.41,571.6458460329703
225,ftrf13rm9wdw3vy3tghe1n4j8,0.15,352.0204397762819
226,u8dj6j6rclzd13q8r3glw0tz4,0.15,28.064241709104646
227,jaymellz,0.28,351.5058253030677
228,11137824602,0.22,158.7205596503563
229,zd528uqdpa5bnyv7cbeka94ci,0.21,65.86553222849174
230,jq74fbo4etdnda8vem7vrqd2q,0.14,177.63252856114926
231,1281170391,0.45,252.79953227150543
232,p6gi3ut4vmzgoaj1927nxugqx,0.34,104.20331219536536
233,12172782523,0.24,145.13538229704213
234,l0gou30okja0ednuru9j2c2kf,0.15,170.41940393394236
235,street_science,0.21,220.19273487875057
236,dbomusic13,0.19,157.08257828095083
237,ruupe44,0.34,523.8680323356732
238,1175524570,0.8,302.56770064844164
239,kallopsia,0.11,175.38345754155273
240,117832757,0.55,303.7479525736275
241,francorosso78,0.43,598.1087298870667
0,jskett,0.34,313.22124376977797
1,stringmaster1234,0.5,477.3428101436224
2,x40fn74nzd798rvmpy6o5vue7,0.97,576.1575282808167
3,1299942493,0.13,45.11027263367321
4,21ilcv5pjg7ahej34bqvpgf2a,0.23,272.04403075140044
5,xilnp3ldagjkq38m8c8se5x14,0.24,266.6408231499921
6,21zg4rv77aorjcstyzll7pbvi,0.48,342.09607501069
7,enilsounds,0.25,294.8666282247568
8,stoneygatesound,0.36,211.74140328628098
9,21hevqjvu4cf4cbzyqpxp72aq,0.34,534.7379334949292
10,12133791182,0.15,322.64112085231653
11,22ndlp3potcvzbqysqbm5zzdq,0.91,503.8285639874762
12,31lnvu7gvhagyto3g4szqpyigmx4,0.22,163.84761259345382
13,11101267157,1.08,523.964293063647
14,wl5b0pnjmlnszz9x5o2gnrq44,0.39,290.44770866118813
15,gtavanoit,0.37,239.73260763795517
16,6vprurorx7zcfho6ol10w8njr,0.52,531.8851181470626
17,amg-music,0.31,260.91711348553537
18,sxeggah4v3hve8lfgon6v6a5r,0.39,698.3987433432301
19,214cffjmjyv5luowshuf6teaa,0.48,917.6635199157984
20,12165573553,0.47,861.2266842169164
21,xrh7zbww2i87sabi66g3bit8n,0.38,347.74609056460235
22,dtaot43hiz758iwpi1kbx5bdw,0.35,797.3409413467681
23,zcszsah76l94tltmiget761mi,0.49,937.9453977745753
24,zgxbllno5ylnwmab4qt6s0lso,0.32,452.2079824059404
25,bombsawayaus,0.35,301.44393562410227
26,sativrecords,0.43,728.6034099350368
27,raq07cbyjnwo82g03epx1k9er,0.34,530.6152618418265
28,djjonesvendera,0.48,716.6478028155929
29,daydoseofhouse,0.39,713.7564536793367
30,lplvruo59uj8x538o6702e821,0.17,424.4891230602455
31,deraj18,0.31,109.53201214894794
32,21gzy4zmz4oxluchyp6yl6yta,0.37,352.13070231031037
33,obny8iohr44m9l661j60lahjy,0.27,170.21243013118175
34,1175865823,1.02,618.1921271582441
35,reflymusic,0.33,166.96630605871744
36,115338402,0.28,73.16065097385801
37,bjf23244hbxx5007yxyankaw7,0.48,464.11830516388324
38,*shenanigans*,0.33,432.82243937363603
39,1155692635,0.25,99.15862531948507
40,gsjalmrl17xkg3tdcdo3iu7xs,0.41,552.3401352212471
41,11183336267,0.34,313.985173996208
42,1136685024,0.21,83.1474467326307
43,oj1n5c2jjps1295v59zienynd,0.74,529.3165732546928
44,wainjah7300uok7dtau0e0i71,0.47,351.94922136804263
45,qwgz8sxspi1x1znkd2lwqg82v,0.76,590.6152659296514
46,12u54goplg52vduvf59q3f2eu,0.87,794.4296682615353
47,21ppgf2i4zdd3pe6auwcdzg5i,0.33,380.1618712513691
48,1shvjycjz1ed35jcf4gz7meti,0.84,561.7147000328875
49,lycheeonthetree,0.89,649.3926814922036
50,2larloavzmf0bwbb9sr7gdlwg,0.53,299.9530490984785
51,nii55b6mksmztblhpr4u8c5hu,0.44,360.3628669541041
52,cz0vs1u3f2z0h6085ck98emm2,0.63,443.775680776252
53,whois4bel,0.37,354.85972402970117
54,21favjitcvsvwhwuu26hmof6a,0.17,94.01473111782559
55,oiw0n3k59u1n4ez9dcerti5dv,0.82,587.7224627591421
56,11grubbsc,0.2,189.60607560636643
57,flowclark,0.39,219.56517327222824
58,22a6wjllfnf77v6xpktz2mckq,0.86,652.7058553263278
59,0lwdinamxvbwbik83xg88lz4g,0.24,219.6582070537525
60,11133356168,0.52,295.77293595365745
61,8uonnxpotirzjpfvuev4zd4tt,0.43,362.0757815872715
62,marcospaulojj,0.24,232.5568308339701
63,bolierofficial,0.37,586.9144760049603
64,tqvsvhs4w7mbtaogw5jalaojb,0.7,918.7860513733812
65,1189278958,0.32,134.35263982997526
66,maharamusic,0.33,541.2120659798194
67,tofuumusic,0.3,290.090709327981
68,1169078408,0.41,316.73626402971934
69,filtrindia,0.1,220.86988727525002
70,filtrmiddleeast,0.22,258.52925195693143
71,absolutedance,0.11,156.72893916395827
72,russelista,0.25,175.15977969276412
73,sommerminner,0.22,148.37252254322394
74,sonymusicuk,0.18,100.56843344727908
75,yiasmpm7w3t8br735lw7wl0jh,0.38,758.7293009448136
76,youthenergy,0.48,777.8836979895627
77,udiscover,0.13,117.51314889041686
78,1211317742,0.24,117.37279302179114
79,rendcollectiveofficial,0.25,545.2034308998383
80,123452437,0.13,160.95281665848043
81,psaltyrocks,0.24,125.15076432954716
82,benrector,0.16,66.86349234064711
83,auxlondon,0.29,706.5644679435643
84,codeko,0.37,400.6916555526381
85,armadamusicofficial,0.5,769.6183274724137
86,1227756762,0.24,18.1810746166234
87,robbyhauldren,0.27,283.33158291112085
88,twofriendsofficial,0.33,420.9513984121563
89,artistintelligenceagency,0.36,309.56342975546454
90,thegonzilla,0.25,94.09401725671349
91,stevenbarrett20,0.25,150.18841449368537
92,1210963719,0.25,385.86410741619056
93,1248682159,0.08,119.90471878366381
94,wearethein,0.12,160.340434631868
95,best-of-the-best,0.21,201.1382949308109
96,1284752161,0.2,58.567931879960184
97,motorcitydrumensemble,0.5,729.0696467184313
98,tugcerd0gan,0.18,248.65341924597863
99,cassling,0.15,92.22533724168983
100,warnermusicus,0.2,219.1670733291563
101,bekypequi,0.26,176.19528473457362
102,jappanigga,0.27,273.71580475095345
103,canaloff,0.26,135.68381336123804
104,thedrunkencoconut,0.23,310.6509739046888
105,rgrmpbmagb,0.29,88.18549209196553
106,ana4756,0.17,180.8234625082196
107,kikakris,0.27,145.82382949222082
108,12159920175,0.3,407.70586368917054
109,sodex234,0.19,152.93429008601515
110,getthesoundofficial,0.29,573.4112877576764
111,21hsn7mqprb3gmlqme2yjwh6q,0.3,643.5369737443807
112,yagbffhs82h5it4kdqhxj1klp,0.33,438.7467576329356
113,allthingsgomusic,0.16,154.39073286263599
114,ky9tirqvhnrh28fpiffrcat6a,0.19,622.0669526917037
115,22bn7w5dofw3oifazh4jp62xq,0.29,124.31773019020297
116,516dxmjjwn8idp12klk9mvdry,0.12,264.71335092505933
117,ls9z056r1tqug9fkci6nfzm3s,0.44,566.3554872565634
118,edcolman,0.38,630.4474099626312
119,kvmevrh47rherjkqdnxbwqfno,0.29,402.7588710056849
120,1g52x18sz32j7fbpvacf477gx,0.22,46.617671677744454
121,3swhny3w7e7hiqmtu6xbhcjkx,0.13,605.7930771609747
122,bs7mg2kf91zym6w7xz7bpnqx9,0.23,312.0436977544921
123,nc832m2sptj9ojvwhda3b6i9b,0.3,190.36348943708225
124,w01in15m5nymwk5sfvgww0fj2,0.18,45.77279506389631
125,ijtk1x3kyuxt03r7qlmyhgrvj,0.25,365.51282844634005
126,kenf9zvr388n1tviug1eubil4,0.24,141.62532634797898
127,gwv7j559u3bb2fqxi6j555by8,0.2,194.66292438549684
128,n5ogwqfj138doi3koqijgv8pm,0.23,292.99589374844675
129,c1hl96g1bbi9d5g35h7gw8smj,0.38,653.2845899344009
130,21ifzjxggdajdpc4w6iqxslkq,0.26,575.0479442343612
131,midranger,0.48,291.84506219720123
132,alvin5360,0.42,243.86712163702725
133,pauseguilucendo,1.05,604.9426320637384
134,n2k1a2tk388nyhi2rrybtenu6,0.26,50.502877897265094
135,12145820470,0.18,96.62276310580305
136,11163654510,0.34,393.8077595661776
137,q0382x49pqiluz3dqka0h85y3,0.25,262.9677804059355
138,earmilkdotcom,0.26,145.83126606507685
139,ram0nn7,0.25,329.28409868677744
140,djsmokemixtapes,0.22,162.14779856236126
141,12162399348,0.3,142.38914452552868
142,nicholaswgiannini,0.28,103.62561992187551
143,wildxtroye,0.12,125.0783539897456
144,willdesmet,0.24,118.66801514046765
145,21vg7jw5kj75mk7i25amepz4q,0.2,231.0451616748036
146,vc1k6n7vgyw6hydppj8p0l5xz,0.35,280.784140617464
147,mpentinc,0.29,95.35373111100763
148,sjr3ia0huqsjucay6crkwkow9,0.16,242.82729167403343
149,1163690451,0.18,66.64087279539724
150,haschurig,0.19,126.6493397833622
151,1125443267,0.22,72.2733192646827
152,williamhallstrom,0.31,318.97619549898417
153,315mkpy95nxg76i7babtpda8v,0.18,235.30994727241313
154,kylefall,0.29,318.61590167071626
155,22o3pxkjphww3fyoxkx4gozlq,0.41,494.0309218320089
156,1231751707,0.15,118.07115894183212
157,orangememorial,0.38,155.81423201610053
158,colligencerecords,0.14,496.9914442508432
159,st605d86gklcr1dgu7niyjw1x,0.47,318.1586847895813
160,1239264788,0.2,72.03232828205934
161,22jjynuwjcykbdnbids3pjz2q,0.3,442.4487398118722
162,dy5znlmtvnl3bvp7t7cnu7z8e,0.28,154.23544860508258
163,landr_music,0.48,646.9223972242818
164,1214891376,0.23,277.9328457471858
165,samuel_grendel,0.6,978.152961499197
166,bagigetto,0.66,681.2145641012715
167,oroborotube,0.63,594.8732328054748
168,jazzmake,0.66,674.4248178901294
169,i6qn3iizp18f9g6bhcr2ek1pc,0.15,163.14636321578413
170,vih9vuivzpl6joill0peuwhj5,0.29,482.12281288452436
171,0ky2g9adn8q5y7rou6qxp4akq,0.37,365.86252385674834
172,69p11cjjkfar3jiuq8aciecxy,0.35,341.0484176781178
173,jspcfk0bii2ci7pk9nzwe8llj,0.11,56.399028441591994
174,5lawj6jyab0eorynbterzhg0b,0.23,120.13768874283696
175,21d3xhkb7chz6uumvh4ygjzcq,0.15,12.031524603456445
176,126451161,0.17,287.277875508001
177,joshuateya,0.16,96.7100190057993
178,13qcvdcq5ke3cs9o25fps7oem,0.58,556.3708203811402
179,317ua3vn5xitbtd224fz6ai2ssum,0.17,103.32107210169231
180,g0qn486j4z0bhsetf946kqvev,0.26,166.24197332115617
181,12854791,0.48,326.81677121413935
182,onpointnetwork,0.43,310.8464318054892
183,acid_stag,0.27,587.4802270207857
184,melodictune,0.35,134.22718460874285
185,blindcontourcollective,0.3,368.26456980853345
186,sidekickmusic,0.39,435.00024951386973
187,primarywavemusic,0.17,208.39425353011987
188,31vuzjlctao6iggqbw54v77ygf6a,0.16,377.20537027068656
189,music_is_much_more,0.32,323.8100568198082
190,n1t31z0b4zohyqwdjbg5i3lh0,0.59,729.2042310281054
191,16jary9p274xv3uyq91e5wlnp,0.75,569.1652618651923
192,zedsdeadofficial,0.44,377.96338113383484
193,lpdov6eei8rr8p7ogwrex3kcb,0.64,745.9303146613099
0,cusyrc8vhl5qh5bfl6gjyg2pq,0.5,709.3575042887949
1,5ve9ioxsum3zie51jz0x2ghbh,0.42,732.7407629653475
2,phuturecollective,0.49,476.7462600689017
3,hstreten,0.29,210.30424859493
4,labelengine,0.38,539.4780393793577
5,bigedmsounds,0.52,708.2571240139532
6,lvrjxkd8lig8yosj36ec2u3u3,0.48,685.8633726624605
7,b9ec1os65v1rzxxxv7s57zvxh,0.64,917.0880639120356
8,keaneofficial,0.22,378.5000359876194
9,bxuus0gt62ggba8e9c908brob,0.29,266.1796645523088
10,dimitrivegas-likemike,0.48,601.7218270395406
11,3hipupvjf3povrb9gf5n4dmb4,0.24,221.76568969589485
12,smashthehouse2,0.48,682.619053250367
13,3gnsb2owlp6hbxucflll6jtdw,0.43,574.2124177676119
14,ziqvuikvkvr6up6f3aqee8z26,0.2,171.52952808981374
15,loopofficial,0.25,346.7182353563075
16,1286592394,0.92,479.01055321986377
17,planetsmusic,0.32,457.63360801158416
18,1112514284,0.27,71.81586996212175
19,ebhfrzimkj6blnyg71zoid4xq,0.25,511.2218821924656
20,i2bplor9jsygkwf4fgh1o4w03,0.33,409.98894109759743
21,ledesbeats,0.28,155.25174130167534
22,as6quter0u957epvu3lhrtqcm,0.38,520.3671194391324
23,alokofficial,0.41,856.5565891181581
24,suo2sbl91eeth3elwrfuq7qwn,0.18,262.0022266321727
25,1164036099,0.34,24.497095679177285
0,119317885,0.25,113.84961084708895
1,11133741784,0.37,580.2420576670859
2,11118199,0.18,183.8146176550877
3,el_listón,0.12,142.38317659772832
4,1223330077,0.33,298.4383382391136
5,sonymusicitaly,0.23,239.43016166994838
6,mejoreslistasspotify,0.18,374.6287037945291
7,114125244,0.2,235.26500166903088
8,12141613034,0.5,860.6718054507103
9,prettypinkde,0.75,956.4191523209932
10,jq9h4jnz0gy7rw610fgzt2s8d,0.59,364.8284375661677
11,straightupmusic,0.31,502.0802390195108
12,rodolfo.camone,0.65,708.2902132137649
13,clqh5q0fz6oesmyigsk6mq7eo,0.75,680.5308190396972
14,11171350018,0.57,1038.9729135268424
15,12156472071,0.26,326.08550139391275
16,qt1kseeiqay396e237xsuiskp,0.91,941.716228380956
17,c6cob6jgwhqjrlww3pmdcf8dm,0.2,199.25451586208808
18,musicgecko2015,0.22,504.91991835064164
19,f4qfqbntroa87lru8sbo10a4s,0.72,982.2810587046953
20,12148056956,0.36,348.05930796956886
21,jordanmalato13,0.46,829.5332461921047
22,evokings.,0.66,893.5495566266537
23,at7g8lap5eqcull4jans3q5ud,0.48,875.667843798828
24,twzrftt2ep4jmav87ndzovlqk,0.8,914.0140309959194
