user,averages_distance,variances_distance
lwreswhly30nb1ukev5hxbyfi,0.18,47.439604870930275
11132227822,0.67,665.8417702349202
vw5tmma4ehmfbin0se1ueq48i,0.23,242.90651624229088
3000digital,0.68,876.0347384449855
023vgk9misuj39ukij0b5a6s3,0.24,203.54109039942296
markmyblurbs,0.19,170.26439615496267
11147187535,0.32,252.3508370261387
x6uin6znk9f8ziyy9lgdk6o65,0.16,196.0842419603574
1114174687,0.32,611.7200450007487
pxoo9f9zxw2al3c41xmckmmou,0.24,73.58238161294682
newclaess,0.41,818.333660349086
cn543bfva4l4e8g7z19r0m69b,0.37,692.9449013910779
128794143,0.84,900.1130590117443
boughtsomechips,0.25,259.68077496548887
lu315,0.39,138.20245459504238
1284758178,0.41,516.2061740169123
cctz9alu6rn1hwut4bpz95e41,0.41,226.5805871610681
ibyself,0.53,391.3207404354823
nep0f1girgfzfpr177wo92ztc,1.22,320.7842409792795
suk1i1qhyoc594va8hexxnjy1,1.26,516.4165138965811
6fcmmztc3wty78chkhv0v34qm,0.18,35.88255812561917
223wrwigc6ebqhyuvli4ame3y,0.46,603.8757909691134
o68zf3dv2k2kulbgn4q04u853,0.21,115.90730552904976
rh2035ixuq5ma55qj5gba7cmf,0.19,127.76507521849132
nwmquej9ntdq04ug7wohk7wp4,0.62,653.3016884000446
1116059291,0.53,571.4198905549154
841yfd39s6tsx2mqikw63l718,0.19,174.59829043921906
imfrenchbaloo,0.2,129.45343250699972
therealchelzzz,0.15,129.80164565333865
iv6ibr59eagogqg4f6xqnlb0g,0.3,30.604597282834035
31w3yh3qzfgru5yyigbvozx5ewlu,0.25,94.35840552379283
8xa2qjwfimyu83awmq6gjjidy,0.65,510.6480521534581
7lsjfo9hjbgfux37dkmww1acd,0.79,665.9233474563961
1218171823,0.24,175.67302842932315
1142530492,0.71,508.04363855468415
jakeypoo123456,0.3,93.37361667175628
1144529319,0.2,194.7799622802699
53cyxj9p7plq7a7mbqm95cskj,0.19,225.98181021114235
h3wiwz33k3h0jwdt5coxmbhfk,0.23,97.65606056931443
5unrwsyk8lbxnsj3cljbmcrcf,0.36,570.6023959549522
1gg24lv9srsbl5pt5u9vvfocm,0.22,405.3456639644485
_decision_,0.09,144.18832812632698
qqvsrw2b1rd3hmklj4zqvrb7k,0.46,363.9324058607265
69h6lpa4370m89lwho9ufy45b,0.24,303.83485566535853
1264682808,0.14,97.10857562040461
triasofficial,0.58,585.2110408456184
fk3l6idlv2bxlqwdqxrrjmb39,0.56,517.4166506688458
xx57zugxr12er1c8drbbngkld,0.36,515.379571190605
pjxmd97jakh1abefjabsfwliy,0.25,652.6974442541729
sphereofhiphop,0.55,635.5545167471918
j17i1i49aoi7gsfn23oemdie4,0.16,334.82505485545454
lukofficial,0.27,442.073555088995
erwe87rej2hmgaf26u21shgex,0.08,150.76932511654837
s4ibm607ta2vd7asl8p2ebnhz,0.14,161.66071943604163
xym2m85sr6fsvehl9y0s9omfs,0.3,365.178408402379
fo8f9ckwdwp1q6uyxzmunevst,0.91,631.6332804699441
1299551358,0.28,141.87184710877688
sawwarrec,0.26,89.6808565017976
11343276,0.21,161.14085246525744
12100267343,0.26,277.7976607385544
valencemusic,0.21,242.4893918968832
o7k8bpqrteoby6d130797idw5,0.33,473.93902633348534
differenttwinsrecords,0.39,726.1287705094858
11101372438,0.9,1022.028776158886
celebration-records,0.33,311.2511841259389
12122182532,0.54,440.1181196735423
12858018,0.21,95.09762804078382
2playlist,0.27,193.00472221408873
listdmusic,0.29,46.17298943886779
8t41frq5ckki12klecjbhetjh,0.4,22.345292958433085
1126587373,0.18,202.31161644222368
